term_lang,word,conv_def,slang_def
RU,ахуеть,To be astonished or amazed.,"To be shocked or amazed; to be blown away (often used to express strong surprise, disbelief, or astonishment, sometimes with a vulgar or emphatic tone)."
RU,аццкий,Hellish,"Hellish; extremely intense, can mean either very good or very bad."
RU,б/п,Without deception; truthfully.,No bullshit.
RU,баба,Old woman; peasant woman; grandmother.,"Woman, usually older woman, slightly derogatory."
RU,бабай,bogeyman,Boogeyman
RU,бабки,Old women; grannies.,"Money, cash, dough."
RU,бабник,A man who is fond of the company of women.,Womanizer
RU,бабосики,Money,"Cash, dough, money."
RU,бавовна,Cotton,"Explosion (used ironically, especially for military or accidental blasts)."
RU,базар,Market,"Chatter, banter."
RU,базарить,To trade in a marketplace.,"To talk, to chat, to shoot the breeze."
RU,байстрюк,Illegitimate child,Bastard (an illegitimate child; used as an insult).
RU,бакинские,from Baku; relating to Baku (the capital city of Azerbaijan),"Greenback, American dollar."
RU,бакс,tank,"Buck, US dollar."
RU,балда,"Blockhead, fool, simpleton","Dick, penis."
RU,балдеть,To be stupefied or to be in a daze.,To get a kick out of something; to really enjoy or vibe with something.
RU,бандер,Banner,"Pimp, male manager of a brothel."
RU,"бандеровцы, бандерлоги","Supporters or followers of Stepan Bandera, a Ukrainian nationalist leader and head of the Organization of Ukrainian Nationalists (OUN) and the Ukrainian Insurgent Army (UPA) during the mid-20th century.","A derogatory term used by Russians to refer to Ukrainian nationalists, especially those from Western Ukraine, implying they are fascists or extremists hostile to Russia."
RU,бандерша,Madam of a brothel; female brothel keeper.,"Unattractive, ugly woman."
RU,бараться,To battle,To have sex.
RU,бардак,Brothel,"Mess, chaos, disorder"
RU,бардачный,Relating to a glove compartment (of a car).,"Chaotic, messy, disorganized."
RU,бардачок,A small mess; disorder; clutter.,A mess; a chaotic or disorganized place.
RU,барсук,Badger.,Experienced homosexual.
RU,барыга,Dealer,"Fence, dealer in stolen goods, drug dealer."
RU,батончик,"Small loaf of bread; snack bar (e.g., chocolate bar).",Young prostitute
RU,башка,Head,Head (slang for head or brain)
RU,без пизды,Without a vagina,"No bullshit, honestly, for real."
RU,белокурва,Blond-haired woman,Blonde bimbo.
RU,беспонтовый,Having no value or merit; worthless.,"Lame, worthless, unimpressive, or not cool."
RU,бздеть,To be afraid; to be scared.,To fart silently.
RU,бзднуть,To be afraid.,To fart.
RU,бздун,Coward,Coward
RU,бздун,Farter,"Chicken, easily scared person."
RU,бич,Whip,"Bum, homeless person."
RU,блат,Influence or connections used to obtain favors or advantages.,"Connections, pull, or influence (especially to get special treatment or favors, often through unofficial or corrupt means)."
RU,блат (по ~у),"Protection, patronage, influence.","Through connections, using pull or influence."
RU,блеать,Whore,"A vulgar exclamation used to express frustration, anger, or surprise; similar to ""fuck"" or ""shit"" in English."
RU,блевать,To vomit.,"To puke, to barf, to vomit."
RU,блевотина,Vomit,Puke
RU,блин,Pancake,Damn; crap; shoot (used as a mild expletive or to express frustration)
RU,блохастик,A small animal infested with fleas.,Fleabag (dog)
RU,бля,Whore,Fuck!
RU,блядовство,Prostitution.,Sluttiness
RU,блядофон,Mobile phone,"A mobile phone used to secretly contact lovers or sex workers, usually to avoid a spouse's suspicion."
RU,блядский,Of or relating to a prostitute.,"Fucking (used to emphasize something, often with annoyance or anger)"
RU,блядство,Whoredom; prostitution.,Promiscuous or immoral behavior; a lifestyle characterized by sexual looseness or depravity.
RU,блядство,Whoredom; fornication.,A total mess; a complete shitshow.
RU,блядствовать,To commit adultery.,To sleep around; to engage in promiscuous sexual activity.
RU,блядь,"Lie, heresy, mistake","Whore, slut, bitch, promiscuous woman."
RU,"блядь (не ~, а честная давалка)",whore,"A person who swears too much, especially using the word ""blyad,"" not literally a prostitute but someone who uses the expletive excessively."
RU,бляндинка,Blonde woman,Slutty blonde
RU,блять,Whore,"Fuck, shit, damn (used as an expletive or interjection to express strong emotion, frustration, or surprise)."
RU,бляха-муха,Steel plate,Damn! / Bloody hell! / For fuck’s sake!
RU,бодун,"A large, strong man; a brawny fellow.",Hangover
RU,болван,"A blank, dummy, or mannequin (such as a model of a head or figure used for hats or wigs).","Idiot, fool."
RU,болт,Bolt (a metal fastener or rod),Penis
RU,болт (забить ~),"Bolt, metal rod, or pin.","To not give a fuck, to ignore something."
RU,бомбануть,To bomb; to explode.,"To suddenly lose one’s temper or freak out, often reacting with anger or aggression."
RU,бомбила,Bomber (a person who drops bombs or uses explosives),Illegal cab driver (gypsy cab driver).
RU,бомбить,To bomb; to drop bombs on.,To work as an unlicensed taxi driver using a private car.
RU,бомж,A person without a fixed place of residence.,"Hobo, homeless person."
RU,бомж-пакет,A package for a homeless person.,"Instant noodles, usually of Asian origin."
RU,Бонжурия,"Bonjour (a French greeting meaning ""hello"")","France (humorously referred to as ""the land of bonjour"")"
RU,ботаник (ботан),Botanist,A nerd or geek; someone who is very studious or academically focused.
RU,ботать по фене,To speak,To speak in criminal slang; to use thieves' cant.
RU,боянист,Accordion player,A user who keeps reposting old jokes or memes as if they’re new.
RU,"братан (братуха, брачо)",Brother,"Bro, dude, mate, buddy."
RU,брехня,Falsehood,Bullshit.
RU,брушить,To collapse; to bring down.,To hustle.
RU,брюлики,Diamonds,"Bling, flashy jewelry"
RU,бубен,Tambourine,"Face, especially one that looks like it’s asking to be punched."
RU,бубенцы,Small bells; jingle bells.,Testicles
RU,бугор,"hill, mound","Abroad, especially Western countries."
RU,будка,Booth or kiosk.,Face
RU,булкотряс,"Bun-shaker (literally, something or someone that shakes buns).",Nightclub (a place for dancing and partying).
RU,бумер,Boomerang (a type of throwing weapon/toy),"BMW, beamer, car from the Bayerische Motoren Werke AG"
RU,бундес,Bundes (short for Bundesrepublik) – Federal Republic (as in Federal Republic of Germany),"West German (person), especially in the context of shady dealers interacting with foreign tourists in the late Soviet Union."
RU,бункерный дед,An old man in a bunker.,"A nickname for Vladimir Putin, referring to him as the “grandpa in the bunker” who isolated himself from the public since the COVID-19 outbreak in March 2020."
RU,бухарь,A heavy drinker; drunkard.,"Ironical name for January; because of the many holidays early in the month, there are lots of chances to drink."
RU,бухать,"To bang, to thump, to make a loud noise.",To booze; to get wasted; to drink heavily (alcohol).
RU,бухой,Intoxicated.,Drunk
RU,бычара,Bull (large male bovine animal),"A thug or brute; a rough, aggressive man."
RU,бычить,To act like a bull.,"To act aggressively, pick a fight, or behave confrontationally."
RU,валить,To fell (a tree); to knock down; to bring down.,To bail.
