lang,slang,conv_def_en,conv_def,slang_definition,slang_definition_en,vanilla_cos_sim,vanilla_cos_dist,vanilla_euclidean,vanilla_manhattan,trained_cos_sim,trained_cos_dist,trained_euclidean,trained_manhattan
ru,обидеть,to offend or hurt someone's feelings,оскорбить или задеть чьи-то чувства,Совершить насильственные действия сексуального характера и унизить другого заключённого.,To rape and debase a fellow inmate.,0.43397045,0.56602955,1.0639826,23.281876,0.38120773,0.6187923,1.1124679,24.988884
ru,облом,"break off, interruption","прервать, разорвать связь","Неудача, провал, неприятность; иногда используется с суффиксом для усиления значения.","Fiasco, bad luck. Sometimes extended with a suffix toобломинго.",0.2188958,0.7811042,1.2498834,26.5514,0.34139323,0.65860677,1.1476992,25.784206
ru,обломиться,to break off,"разорвать, сломать",Совершить ошибку или принять неправильное решение; неудачно выполнить какое-либо дело. Несовершенный вид: обламываться.,"To cock up something, make a wrong decision. Imperfective:обламываться.",0.38916808,0.6108319,1.105289,23.860163,0.6616768,0.33832318,0.8225853,18.393974
ru,обмудок,brain,мозг,Пренебрежительное жаргонное обозначение глупого или раздражающего человека.,"Moron, dickhead.",0.39254418,0.60745585,1.1022303,23.299341,0.48849824,0.5115018,1.0114363,22.509022
ru,обнулёныш,reset person,"Сброшенный человек, человек, которого перенастроили или обнулили.","Прозвище, образованное от слова «обнулённый», обозначающее Владимира Путина после внесения в конституцию изменений в 2020 году, которые позволили ему обнулить счётчик предыдущих президентских сроков и оставаться у власти до 2036 года.","Putin, the “nullified one”, since the modification of the constitution 2020 allowing him to govern until 2036 by nullifying the count of past presidential mandates.",0.18574075,0.81425923,1.2761343,27.663658,0.09526858,0.9047314,1.3451627,29.741165
ru,обнулить,reset to zero,"сбросить в ноль, вернуть к исходному состоянию","Уничтожить, убить.","To kill, destroy.",0.20418504,0.795815,1.2615982,26.854197,0.35044307,0.64955693,1.1397867,25.276371
ru,обоссать (как два пальца ~),to urinate (like two fingers),"писать, как двумя пальцами","Очень легко, без труда; выражение имеет оттенок детской речи и используется как ответ на вызов. Иногда используется эвфемизм «как два пальца об асфальт».","Easily, without problem — has a bit of a childish note to it (answer to a dare).А это сможешь?(Can you match this?) —Как два пальца обоссать!. Sometimes the euphemismкак два пальца об асфальтis used instead.",0.36003643,0.63996357,1.1313386,24.876284,0.24567503,0.754325,1.2282711,27.137405
ru,обоссать(ся),to urinate,мочеиспускание,"мочиться, описаться","To pee, to wet (oneself).",0.79369825,0.20630175,0.6423423,13.866721,0.8460478,0.15395218,0.5548913,12.295737
ru,обоссаться можно,can urinate oneself,мочь помочиться самостоятельно,"Выражение, означающее, что ситуация очень смешная или комичная, используется с иронией или для усиления комического эффекта.","Literally “you’d wet yourself” — to underscore the comic of a situation, or ironically.",0.41032737,0.5896726,1.0859766,23.591908,0.5155027,0.4844973,0.98437524,22.328114
ru,объёб,to have sex,заниматься половым актом,"Мошенничество, обман.","Fraud, scam.",0.052675124,0.9473249,1.3764628,30.230051,0.35317615,0.6468239,1.1373863,24.810774
